iter	RMSE
338	0.2269477162
339	0.2267350937
340	0.2265383825
341	0.2262500102
342	0.2261429727
343	0.2259923408
344	0.2258526809
345	0.2257872374
346	0.2255690225
347	0.2253876693
348	0.2252002023
349	0.2250860345
350	0.2249264787
351	0.2246779042
352	0.2243856158
353	0.2240396207
354	0.2238844939
355	0.2238166487
356	0.2236436663
357	0.2235706638
358	0.2232787958
359	0.2231095657
360	0.2227900501
361	0.2226664502
362	0.2226023842
363	0.2225216409
364	0.2223479505
365	0.2220854247
366	0.2217930729
367	0.2217445731
368	0.2215656593
369	0.2213067335
370	0.2211795466
371	0.2211073465
372	0.220919497
373	0.2207415987
374	0.2205144516
375	0.2203774739
376	0.2201756614
377	0.2200072346
378	0.2198166426
379	0.219702991
380	0.2195252443
381	0.2194639554
382	0.2193668981
383	0.2191102777
384	0.2189167625
385	0.2188122728
386	0.2186570046
387	0.2182549939
388	0.2180098069
389	0.2177419889
390	0.2174490148
391	0.2172662337
392	0.2172186085
393	0.2171021311
394	0.2170055819
395	0.2169410382
396	0.2168166179
397	0.2167323501
398	0.2166000166
399	0.2164366338
400	0.216190944
401	0.2158364007
402	0.2157797124
403	0.2155725046
404	0.21550951
405	0.2153651318
406	0.215261706
407	0.2151932497
408	0.2151519989
409	0.2148984836
410	0.2148092438
411	0.2145653196
412	0.2144376436
413	0.2141601327
414	0.2139786592
415	0.213807261
416	0.2136109899
417	0.2134203597
418	0.2133668399
419	0.2130637663
420	0.2127980549
421	0.2127835081
422	0.2125620776
423	0.212521169
424	0.2124516552
425	0.2123661014
426	0.2122091368
427	0.2119302047
428	0.2117404737
429	0.2116946974
430	0.2114520348
431	0.2113228114
432	0.2113157518
433	0.2111520512
434	0.2110941249
435	0.2109075712
436	0.2107552022
437	0.2104732686
438	0.2103250084
439	0.2101341488
440	0.2099417142
441	0.2097984903
442	0.209599289
443	0.2095802069
444	0.2092533815
445	0.209183653
446	0.2090887004
447	0.2087131986
448	0.2085065735
449	0.2082891019
450	0.2081282648
451	0.2079424413
452	0.2077173699
453	0.2074440075
454	0.2073315992
455	0.207245186
456	0.207063233
457	0.2069360765
458	0.2069244499
459	0.2066965354
460	0.2065942484
461	0.2064891883
462	0.2064059774
463	0.2063984831
464	0.2062604043
465	0.206142514
466	0.2060860323
467	0.205942392
468	0.2058672468
469	0.2057370001
470	0.2056285106
471	0.2055446221
472	0.2054828271
473	0.2054283404
474	0.2053792114
475	0.2051860153
476	0.2050670198
477	0.2049189634
478	0.2047838571
479	0.2047543088
480	0.2046177607
481	0.2045322996
482	0.2043298883
483	0.2041613096
484	0.2040074341
485	0.2038902815
486	0.2037645957
487	0.2037127389
488	0.2035499485
489	0.2033932409
490	0.203251653
491	0.2030630561
492	0.2029405185
493	0.2027231202
494	0.2026126514
495	0.2024738559
496	0.2022263711
497	0.2020514367
498	0.2018745972
499	0.2017715637
500	0.2016462982
501	0.2016164012
502	0.2013326672
503	0.2011507797
504	0.2010120194
505	0.2008682771
506	0.2007008095
507	0.2003820996
508	0.2002787901
509	0.2001843098
510	0.2000340907
511	0.1998965409
512	0.1997042538
513	0.1995573164
514	0.1994637221
515	0.1992964116
516	0.1992275087
517	0.1990851641
518	0.1989304463
519	0.1988530904
520	0.1986752043
521	0.1983705313
522	0.1983543447
523	0.1981337464
524	0.1980431243
525	0.1979398574
526	0.1978015342
527	0.1975833078
528	0.1974503823
529	0.1973270096
530	0.1971682953
531	0.1970344447
532	0.1969384026
533	0.1967372946
534	0.1965292043
535	0.1964834249
536	0.1963891069
537	0.1963092532
538	0.196291867
539	0.1961641519
540	0.1960854031
541	0.1958295574
542	0.1956905767
543	0.1955919983
544	0.1954735159
545	0.1954181662
546	0.1953924655
547	0.1952439804
548	0.1951785217
549	0.1951140231
550	0.1949668595
551	0.1946871136
552	0.1946645301
553	0.1944778479
554	0.194403852
555	0.1943199925
556	0.1941282252
557	0.1938787758
558	0.1937778192
559	0.1936501073
560	0.1934975867
561	0.1932933597
562	0.1932353823
563	0.1930233737
564	0.1928626107
565	0.1928444919
566	0.1927022731
567	0.1926077012
568	0.1925469656
569	0.1923071988
570	0.1920306069
571	0.1918470662
572	0.1916318395
573	0.191508417
574	0.1914041809
575	0.1912814441
576	0.1911478464
577	0.1909318122
578	0.1908159807
579	0.1906345689
580	0.1905318668
581	0.190528074
582	0.1904923562
583	0.1902385708
584	0.1902159595
585	0.1900776148
586	0.1897873165
587	0.1896174308
588	0.189546959
589	0.1893615989
590	0.1892989465
591	0.1891852401
592	0.1890603191
593	0.1889170941
594	0.1888107538
595	0.1886658841
596	0.1885524791
597	0.188484695
598	0.188315851
599	0.188228662
600	0.1881291486
601	0.1880399428
602	0.1878976381
603	0.1877990058
604	0.1875263659
605	0.1873140334
606	0.1871800649
607	0.1870232058
608	0.1869194343
609	0.1868704509
610	0.1868662841
611	0.1867570893
612	0.186640062
613	0.1864132243
614	0.186279725
615	0.1861102564
616	0.1859339625
617	0.1857987469
618	0.1857008036
619	0.1855898393
620	0.1855110928
621	0.1854086329
622	0.1852962888
623	0.1851702076
624	0.1850436809
625	0.1849381987
626	0.1848245962
627	0.1846123038
628	0.1845424044
629	0.1843252838
630	0.1841845872
631	0.1841162099
632	0.1839555319
633	0.1837739497
634	0.1835192822
635	0.1834479248
636	0.1833339503
637	0.1833013723
638	0.1832718089
639	0.1832483618
640	0.1830854473
641	0.1829484668
642	0.1828966292
643	0.1827804478
644	0.1825511452
645	0.1824167108
646	0.1822773002
647	0.1821063173
648	0.1818324498
649	0.1816111961
650	0.1815181996
651	0.181349895
652	0.1812586144
653	0.1811022802
654	0.1810644935
655	0.1808438476
656	0.1807014386
657	0.1806036947
658	0.1804354953
659	0.1803301351
660	0.1801825557
661	0.1801487452
662	0.1800851253
663	0.1799879256
664	0.179896127
665	0.1798494049
666	0.1797795156
667	0.1796121291
668	0.179499218
669	0.1794140195
670	0.1793306279
671	0.1792323248
672	0.1790750087
673	0.1789596723
674	0.1789056363
675	0.1788952504
676	0.1787901367
677	0.1787309436
678	0.1786660827
679	0.1785831752
680	0.178499866
681	0.1783768949
682	0.1782405067
683	0.1781525413
684	0.1780292745
685	0.1778469166
686	0.177722295
687	0.1775947042
688	0.1775725978
689	0.1774898533
690	0.1774004996
691	0.177256423
692	0.1771921786
693	0.1769821077
694	0.1769560374
695	0.1768199452
696	0.1767186843
697	0.1766794614
698	0.176548162
699	0.1764715523
700	0.1763945487
701	0.1761800249
702	0.1760501004
703	0.1759243578
704	0.1758317409
705	0.1757296487
706	0.175648259
707	0.1755644902
708	0.1755531287
709	0.1755475635
710	0.1753761248
711	0.1752179624
712	0.17515902
713	0.1751077309
714	0.174991903
715	0.1749275729
716	0.1748032288
717	0.1747013166
718	0.1746272484
719	0.1745034505
720	0.1744076045
721	0.1742229849
722	0.1740454433
723	0.1739996555
724	0.1739567899
725	0.1738222396
726	0.1736422977
727	0.1736100545
728	0.1735385914
729	0.1734210586
730	0.1732942479
731	0.1731595644
732	0.1730297892
733	0.1729145089
734	0.1728348675
735	0.1728045556
736	0.1726109176
737	0.1724185827
738	0.1722844891
739	0.1721277687
740	0.1720446102
741	0.1719625168
742	0.1718232951
743	0.1716499696
744	0.1715911425
745	0.1714265198
746	0.1712606818
747	0.1711525809
748	0.1711322618
749	0.1710280376
750	0.1709788747
751	0.1708491456
752	0.1706481553
753	0.1705031239
754	0.1703190561
755	0.1702285472
756	0.1700539722
757	0.169974578
758	0.1699386769
759	0.1697416526
760	0.1696454594
761	0.169534229
762	0.1693848744
763	0.1693736838
764	0.1692161146
765	0.1691475082
766	0.1691326268
767	0.1689478979
768	0.168826747
769	0.1686826788
770	0.1686772327
771	0.1686039863
772	0.1684969584
773	0.1684290232
774	0.1683441257
775	0.1682251273
776	0.1681073844
777	0.1678832892
778	0.1677883803
779	0.1676458337
780	0.1675115055
781	0.1674184193
782	0.1671913417
783	0.1671104902
784	0.1670566642
785	0.166956063
786	0.1668454661
787	0.1666543127
788	0.1665623552
789	0.1664192828
790	0.1662664192
791	0.1662140827
792	0.1660901769
793	0.1660501334
794	0.1659081381
795	0.1658803018
796	0.165783023
797	0.1657248535
798	0.1657136117
799	0.1655392563
800	0.1654741705
801	0.1653877663
802	0.1652505412
803	0.1651571756
804	0.1651046591
805	0.1648820105
806	0.1646394514
807	0.164559353
808	0.1643990766
809	0.1643920781
810	0.1643705515
811	0.1642877376
812	0.1642199528
813	0.1641769053
814	0.1640610706
815	0.1639497582
816	0.1638633652
817	0.1636870991
818	0.1636178849
819	0.1635770955
820	0.163557768
821	0.1635403296
822	0.1635135243
823	0.1633852602
824	0.1632456442
825	0.1630691128
826	0.1630469607
827	0.1628475704
828	0.1627346274
829	0.1626518395
830	0.1626004358
831	0.1625639721
832	0.162489877
833	0.162466065
834	0.1623755993
835	0.1623434141
836	0.1622278816
837	0.1621695527
838	0.161939319
839	0.1618191548
840	0.1617580025
841	0.1616340274
842	0.1615652222
843	0.1614327288
844	0.1613582473
845	0.1612169133
846	0.1611153499
847	0.1609672655
848	0.1609553609
849	0.160813424
850	0.1607634112
851	0.1605498923
852	0.1604862564
853	0.1604184953
854	0.1604141053
855	0.1602829174
856	0.1600842073
857	0.1600277551
858	0.1599095309
859	0.1597361582
860	0.1595877974
861	0.1595034848
862	0.1594756332
863	0.1593799922
864	0.1593089503
865	0.1591846779
866	0.1590933705
867	0.1589572286
868	0.1589203285
869	0.158753921
870	0.1586550899
871	0.1584508916
872	0.1584248088
873	0.1583014505
874	0.1581814912
875	0.1580929192
876	0.1580491405
877	0.1579742865
878	0.1578747604
879	0.1577086926
880	0.1575768149
881	0.1575345463
882	0.1573828017
883	0.1572774893
884	0.1571973313
885	0.1571176262
886	0.1569681066
887	0.1568876504
888	0.1567117485
889	0.1565889069
890	0.1564520125
891	0.1564324732
892	0.1562204868
893	0.1560928527
894	0.155977208
895	0.1558382152
896	0.1555891735
897	0.1555525088
898	0.1553861732
899	0.1553051217
900	0.1551889576
901	0.155148087
902	0.1550235054
903	0.1549937524
904	0.1548739266
905	0.1547132113
906	0.1546531812
907	0.1544806169
908	0.1543765622
909	0.1542764632
910	0.1540867698
911	0.1540486056
912	0.153995453
913	0.1539874879
914	0.1538583878
915	0.1538276569
916	0.1537801069
917	0.1536543262
918	0.1536073898
919	0.153544937
920	0.1534555221
921	0.1532571818
922	0.1531957917
923	0.1530556918
924	0.1528985013
925	0.1527905052
926	0.1526888696
927	0.1524472747
928	0.1523414427
929	0.1522452152
930	0.1521796944
931	0.1520990747
932	0.1520497076
933	0.1519764015
934	0.1519672064
935	0.1518303301
936	0.1517262555
937	0.151596843
938	0.1514916599
939	0.1513658862
940	0.151360324
941	0.1511851469
942	0.1510569318
943	0.151004394
944	0.1508776417
945	0.1507226169
946	0.1506995045
947	0.1505645145
948	0.1505210659
949	0.1504105791
950	0.1503566326
951	0.1503534625
952	0.1502996007
953	0.1502267812
954	0.150200264
955	0.1501122107
956	0.1500404364
957	0.1499946765
958	0.1499707757
959	0.1498712324
960	0.1497593561
961	0.1496759078
962	0.1495219382
963	0.1494788729
964	0.1494372662
965	0.1493272951
966	0.1492507908
967	0.1491302911
968	0.1490780634
969	0.1490082118
970	0.1488365349
971	0.1487551393
972	0.1486686274
973	0.1486009413
974	0.1485649609
975	0.1485191653
976	0.1484176181
977	0.1483435863
978	0.148172181
979	0.1480806517
980	0.1480097773
981	0.1478895301
982	0.1477566154
983	0.1476853448
984	0.1475929519
985	0.147552879
986	0.1474417762
987	0.1473499814
988	0.1473028968
989	0.1472552035
990	0.1472187225
991	0.1471533762
992	0.1470767586
993	0.1470166559
994	0.1468777264
995	0.1468224491
996	0.1467422817
997	0.1465398202
998	0.1463909813
999	0.1463200566
